6.19998879447163E+17,positive,"Watching Miss USA tomorrow JUST to see @TravisGarland perform, I'm obsessed with his voice"
6.20045849373094E+17,positive,"I want it to be tomorrow so I can watch miss USA"
6.20063502682599E+17,positive,"No. It's okay. You can go attend Miss USA! Trust me, you should DEFINITELY attend Miss USA. https://t.co/CWuf7ZIJII"
6.20125231164715E+17,positive,"Sun setting on the Columbia river while the Zac Brown Band wails out Homegrown!#theshit http://t.co/EfHwVT56mj"
6.20173983179231E+17,positive,"At last, evidence that George Osborne's drive to make work more attractive that benefits is working. #makeworkpay https://t.co/M8Nrr4DSX3"
6.20302439456092E+17,positive,"Go Set a Watchman comes out Tuesday and I'm really excited for it"
6.20344813552951E+17,positive,"Officially Miss Denton USA and officially so excited for Miss USA tonight and for September to come already! http://t.co/0YKeHN4Bz3"
6.20381355117908E+17,positive,"3rd annual Miss USA pageant with wings night for me. #lifegoals"
6.20414827547066E+17,positive,"Can't decide if I'm more pumped about the crowning of a new Miss USA tonight or the All-Star game on Tuesday"
6.20423046109598E+17,positive,"This may be about Miss America and not Miss USA, but John Oliver is always relevant/great/perfect/hilarious.  http://t.co/Bg8naStu66"
6.20435978201633E+17,positive,"we want the 9th crown for USA and especially enjoys every moment you lived as Miss USA."
6.20438731992863E+17,positive,"Well it's great to see a wonderful woman from McAllen get 1st Runner Up in the Miss USA Pageant"
6.20463438083551E+17,positive,"Congrats Ylianna Guerra for getting 1st runner up in the Miss USA Pageant!! http://t.co/RuYKAJg7iP"
6.20515251822441E+17,positive,"Tomorrow, tomorrow, I'll sell you, tomorrow, Watchman's only a day awaaaay. #GSAW #GoSetAWatchman #Annie doors open at 8am, see you then! :)"
6.20552365096206E+17,positive,"Miss USA on Sunday, wearing a hot pink strapless dress as she deftly fielded the interview BEST THINGS IN LIFECOME FREE TO US CUZ WERE OOOH"
6.20556893954642E+17,positive,"Surprises in ""Go Set a Watchman"" may make readers re-examine ""To Kill a Mockingbird.""  http://t.co/978ANj8K4k http://t.co/OSDOClikib"
6.20598088642785E+17,positive,"TOMORROW is the big day!!!!!  Do you have your copy reserved?  Go Set a Watchman, by Harper Lee.   On sale here... http://t.co/bd9RFkoUSC"
6.2063730542277E+17,positive,"Support Local Business! This Sunday is National Ice Cream Day, why not escape the heat and celebrate with our... http://t.co/Ocqde6NHVW"
6.20645999242048E+17,positive,"Hey! Our August book, Go Set a Watchman by Harper Lee is out tomorrow for all you eager readers!"
6.20653743046963E+17,positive,"Congratulations to our Texas beauty for placing 1ST RUNNER UP at the Miss USA pageant last night! WINX is the... http://t.co/dMES00wgOT"
6.2067285181361E+17,positive,"Go Set a Watchman - the highly anticipated second novel by Harper Lee is in stock and available for pre order today. - Pick up tomorrow."
6.20680006939742E+17,positive,"Please, please, please come true. I'm counting down the hours until Watchman's release. https://t.co/kUSvDa1zW7"
6.2070214325574E+17,positive,"I get Harper Lee's new book Go Set a Watchman tomorrow   I haven't been this excited about a new book in a long long time"
6.20713775662957E+17,positive,"Buy Go Set a Watchman tomorrow guys, it's a big deal"
6.20733114361487E+17,positive,"#bbcdp Great to see EU Solidarity from George Osborne whose 1st Worry was about the effect of GREEK Crisis on UK Economy, not Poor GREEK Ppl"
6.20737695761838E+17,positive,"@LoweCatherine I can't wait to get Watchman tomorrow...more because I want to see her maturation as a writer. Forensic reading."
6.20751371294409E+17,positive,"One day Dean Ambrose will be WWE CHAMPION and mark April 3 2016 on your calendar #ambroseforWWECHAMPION http://t.co/JQIWKJoCiE"
6.20757698456371E+17,positive,"Ok, I remember where I was when Josh Hamilton had the massive 1st round, etc in '08---and hats off to @FlavaFraz21 bcuz that was Epic also!!"
6.20765747095183E+17,positive,"Let's celebrate the days leading up to National Ice Cream Day on July 19 by eating ice cream. Then let's have a... http://t.co/4HQG3V93fD"
6.20811912369041E+17,positive,"Iron maiden's new album book souls  comes out   September 4 can't wait to hear it"
6.20922198249882E+17,positive,"Did someone say Christmas in July?! Go Set a Watchman comes out TODAY! Oh, and I'm busy for the rest of today. No reason. #booknerd"
6.21022505126335E+17,positive,"2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!"
6.21062362859184E+17,positive,"National Ice Cream day is Sunday July 19th! We are ready to celebrate it on Thursday!!   We will be treating the... http://t.co/sIHzeE8ZBp"
6.21141891460022E+17,positive,"Enjoy the summer, celebrate National Ice Cream Day this Sunday! Visit Honey Cup in the Channel Islands Harbor,... http://t.co/Wt9KGpSrRJ"
6.21160565923123E+17,positive,"Ryan Braun with a 9th inning Triple in the All-Star Game! Doing his part to get the #Brewers homefield adv--nevermind."
6.21290198605951E+17,positive,"Delivery has just arrived for Sunday's National Ice Cream Day. Staff are getting excited here for their sundae's!... http://t.co/PnbAq8HalS"
6.21326803148259E+17,positive,"@BaekDoXiuHun Hi! My bias is KAI bc he stole my heart the 1st tym I saw him in Growl. He is my 1st love in KPOP &amp; it's not changing til now"
6.21371215958159E+17,positive,"Whatever thoughts and feelings Watchman is giving you, come along on July 29th to chat all things Mockingbird! It'll be a lively discussion!"
6.21389762570637E+17,positive,"Sunday is National Ice Cream Day! Take the CapeFLYER to get your ice cream fix! @4SeasIceCream @Katiesicecream http://t.co/IuBDkP0PIo"
6.21469425401729E+17,positive,"May we remind folks National Hot Dog Day is coming up on July 23rd - blowout specials that day! #foodporn #nomnom http://t.co/CQ4wFAAfPP"
6.2153965008821E+17,positive,"@robotovee yeah i still remember their HQ at Hongdae. So small. So happy that they r the 3rd largest company in Kpop now"
6.21651406064325E+17,positive,"#TBT - Who doesn't love it when the ice cream truck comes to visit?  National Ice Cream Day is Sunday, July 19th! http://t.co/dKbvWy43Rw"
