['6.19994586182619E+17', 'positive', 'Excited to read "Go Set a Watchman" on Tuesday.  But can it possibly live up to "To Kill a Mockingbird?"  Any opinions?']
['6.20013074272137E+17', 'positive', 'Call for reservations for lunch or dinner tomorrow (yep Sunday!). Happy to accommodate guests in town for the MISS USA Pageant 346-5100']
['6.20045849373094E+17', 'positive', 'I want it to be tomorrow so I can watch miss USA']
['6.20056577341563E+17', 'positive', 'Good vibes to @Rashontae @RealMissMIusa as she competes for Miss USA 2015 tomorrow July 12th in Baton Rouge!  https://t.co/iSMqFrKQtC']
['6.20073648255169E+17', 'positive', "Tune into Reelz tomorrow at 7pm CT to support Alpha Mu's Rebecca Dunn in the Miss USA pageant. Go Becca! We love you! http://t.co/3WFtwMOPEq"]
['6.20125231164715E+17', 'positive', 'Sun setting on the Columbia river while the Zac Brown Band wails out Homegrown!#theshit http://t.co/EfHwVT56mj']
['6.20166981614969E+17', 'positive', 'Just two days to go until the publishing event of the decade! Go Set a Watchman is out on Tuesday and you can... http://t.co/B2mSe5ECfE']
['6.20237663170228E+17', 'positive', "We're on our way to Hoover, AL for SEC Media Days tomorrow, but tonight, we'll be cheering on @BrookeFletcher in the Miss USA pageant!"]
['6.20302439456092E+17', 'positive', "Go Set a Watchman comes out Tuesday and I'm really excited for it"]
['6.20328475325379E+17', 'positive', 'What I like about Ryan Braun making all star game is hearing all the hatred for him.  Assures me he may be a Brewer for life.  I like that!']
['6.20365530017473E+17', 'positive', "I'm about to eat four hot dogs and watch Miss USA. Happy Sunday."]
['6.20381355117908E+17', 'positive', '3rd annual Miss USA pageant with wings night for me. #lifegoals']
['6.20398950533632E+17', 'positive', 'Miss USA featuring all the 1st generation Americans and multicultural women is great.']
['6.20416297382253E+17', 'positive', 'The Miss USA pageant was tonight so that means there will be a lot more girls at the gym tomorrow']
['6.20423046109598E+17', 'positive', 'This may be about Miss America and not Miss USA, but John Oliver is always relevant/great/perfect/hilarious.  http://t.co/Bg8naStu66']
['6.20428713365078E+17', 'positive', 'Ylianna Guerra Miss Texas USA won 1st runner up at Miss USA. So proud to say she comes from the Valley and made it this far!']
['6.20436097537978E+17', 'positive', 'Cranking Iron Maiden tomorrow when I head to work. If you are going the speed limit, get out of my way.']
['6.20438731992863E+17', 'positive', "Well it's great to see a wonderful woman from McAllen get 1st Runner Up in the Miss USA Pageant"]
['6.20451697475719E+17', 'positive', 'The Miss USA questions portion may be the funniest thing I have ever seen']
['6.20481943373615E+17', 'positive', '@HuffingtonPost whats her name standing back of miss usa and crowning her,she is cute and beautiful..may be more than miss usa']
['6.20515251822441E+17', 'positive', "Tomorrow, tomorrow, I'll sell you, tomorrow, Watchman's only a day awaaaay. #GSAW #GoSetAWatchman #Annie doors open at 8am, see you then! :)"]
['6.20534937406558E+17', 'positive', 'Its getting close. The day is almost upon us. GO SET A WATCHMAN IS TOMORROW!! #GSAW']
['6.20553369862672E+17', 'positive', 'I scream, you scream, we all scream for ice cream!!  National Ice Cream Day is Sunday July 19th!  All Sitel... http://t.co/Zg64hAx53d']
['6.20556893954642E+17', 'positive', 'Surprises in "Go Set a Watchman" may make readers re-examine "To Kill a Mockingbird."  http://t.co/978ANj8K4k http://t.co/OSDOClikib']
['6.20581212848017E+17', 'positive', "Happy Monday! Did you know that today is National Ice Cream Day?! This Monday isn't going to be so tough after all... http://t.co/pQvGYXChjw"]
['6.20605810159297E+17', 'positive', 'I have two wishes: 1) that it was Tuesday already; 2) that I had ten eyes so I could read Go Set a Watchman faster.']
['6.2063730542277E+17', 'positive', 'Support Local Business! This Sunday is National Ice Cream Day, why not escape the heat and celebrate with our... http://t.co/Ocqde6NHVW']
['6.20644077902672E+17', 'positive', "It's finally here! Tomorrow sees the release of Harper Lee's Go Set a Watchman, a sequel to the legendary To Kill... http://t.co/SCJw0J9NOd"]
['6.20648589224755E+17', 'positive', 'Wow! Big 24 hours for @BKComets!! 1st, @theOliviaJordan named Miss USA, now @kidkeuchy is named a starter for the MLB All-Star Game!! #Tulsa']
['6.20653743046963E+17', 'positive', 'Congratulations to our Texas beauty for placing 1ST RUNNER UP at the Miss USA pageant last night! WINX is the... http://t.co/dMES00wgOT']
['6.20671260859699E+17', 'positive', 'Meet the new NSA; Major General MT Monguno.... May almighty God give him the wisdom to defeat Boko Haram! Amen http://t.co/YIWi87aH5L']
['6.20673647565533E+17', 'positive', "Randy Orton vs. Sheamus has been added to the #WWEBattleground match card. I'm pumped about going to it on Sunday."]
['6.20680006939742E+17', 'positive', "Please, please, please come true. I'm counting down the hours until Watchman's release. https://t.co/kUSvDa1zW7"]
['6.20695735906886E+17', 'positive', "Eager to read Go Set a Watchman. Will be out tomorrow, can't wait to get my hands on it!"]
['6.20703635069116E+17', 'positive', 'I just realized that Go Set a Watchman comes out tomorrow!!!']
['6.20713775662957E+17', 'positive', "Buy Go Set a Watchman tomorrow guys, it's a big deal"]
['6.20722338754089E+17', 'positive', 'Congratulations @RealMissTXUSA for being first runner up in the Miss USA pageant Sunday!']
['6.20736771278541E+17', 'positive', 'Tomorrow 7-14-15 the new Harper Lee novel "Go set a Watchman" is released !!!']
['6.20737695761838E+17', 'positive', "@LoweCatherine I can't wait to get Watchman tomorrow...more because I want to see her maturation as a writer. Forensic reading."]
['6.20744694813688E+17', 'positive', "@KFROGRadio so glad I was the grand prize winner to see Zac Brown Band I can't wait til October :)"]
['6.20751745849913E+17', 'positive', "Go Set a Watchman will be here tomorrow with some pants I ordered :')"]
['6.20757698456371E+17', 'positive', "Ok, I remember where I was when Josh Hamilton had the massive 1st round, etc in '08---and hats off to @FlavaFraz21 bcuz that was Epic also!!"]
['6.20761166688727E+17', 'positive', '@madwags definitely wish we were reading together and enjoying a cup of tea!! @SchulerBooks BTW have you read the 1st chapter of Watchman?']
['6.2077178955622E+17', 'positive', 'Best email of the day: Amazon informed me my copy of "Go Set a Watchman" will be here TOMORROW! YAY! 2 days earlier to literary heaven!']
['6.20811912369041E+17', 'positive', "Iron maiden's new album book souls  comes out   September 4 can't wait to hear it"]
['6.20894187769188E+17', 'positive', 'Wishing the best for the new Service Chiefs.  May they find wisdom and knowledge to fight Boko Haram #GodBlessNigeria']
['6.20933187963716E+17', 'positive', 'Need to run to the bookstore to pick up a copy of Go Sat a Watchman by Paul Blart. #HappyReading']
['6.21022505126335E+17', 'positive', '2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!']
['6.21039806047351E+17', 'positive', 'I may not be Miss USA but I am still Miss Minnesota USA! I am looking forward to the appearances I have coming up!! #bemorethanpretty']
['6.21066477576307E+17', 'positive', 'Sunday is National Ice Cream Day!   We will have SUPERCold Science Shows at 2:00 &amp; 4:00pm with samples of Liquid... http://t.co/xppe1YuNCA']
['6.21141891460022E+17', 'positive', 'Enjoy the summer, celebrate National Ice Cream Day this Sunday! Visit Honey Cup in the Channel Islands Harbor,... http://t.co/Wt9KGpSrRJ']
['6.2116037904187E+17', 'positive', 'Ryan Braun making the ever so smart "Stretch To A Triple When Down 4 Runs in the 9th"']
['6.21200553847054E+17', 'positive', 'Catch Paul McCartney on Saturday Night Live tonight!']
['6.21290198605951E+17', 'positive', "Delivery has just arrived for Sunday's National Ice Cream Day. Staff are getting excited here for their sundae's!... http://t.co/PnbAq8HalS"]
['6.21319689633989E+17', 'positive', "Harper Lee's second novel Go Set a Watchman may be block-buster; but the big read is Charles Dickens' All the Year Round."]
['6.21366390646247E+17', 'positive', '.@MiamiSmokers is joining us for National Hot Dog day on the 23rd. Hawt dawg! http://t.co/U8VdvHJq2e http://t.co/leWPQRYNjs']
['6.21371215958159E+17', 'positive', "Whatever thoughts and feelings Watchman is giving you, come along on July 29th to chat all things Mockingbird! It'll be a lively discussion!"]
['6.2137393354836E+17', 'positive', 'Congratulations to Ylianna Guerra! 1st runner up @ the Miss USA this past weekend! Photo:Darren Decker,Josh Brasted http://t.co/UhYftP7yAN']
['6.21413107907318E+17', 'positive', 'National Hot Dog Day is July 23, come join us for the all American celebration.']
['6.21469425401729E+17', 'positive', 'May we remind folks National Hot Dog Day is coming up on July 23rd - blowout specials that day! #foodporn #nomnom http://t.co/CQ4wFAAfPP']
['6.21510717452223E+17', 'positive', '@jackjackjohnson   @jackgilinsky  Am i the only one EXCITED about Calibraska coming out July 24th?! http://t.co/5tulGARM0V']
['6.21542336493957E+17', 'positive', 'Olivia Jordan is the 2nd American woman to hold the title of both Miss World America and Miss USA http://t.co/BguBzbBA83']
['6.21651406064325E+17', 'positive', "#TBT - Who doesn't love it when the ice cream truck comes to visit?  National Ice Cream Day is Sunday, July 19th! http://t.co/dKbvWy43Rw"]
['6.21673625440096E+17', 'positive', 'National Ice Cream Day is on Sunday. What better way to celebrate than to check out these ice cream treats you... http://t.co/p12qqiImmm']
['6.21679290728346E+17', 'positive', 'Singing Rising Sun out loud has got to be one of the most exhilirating and stress relieving things known to KPop fans haha  RISIIIIINGGGGGGG']
['6.21715587882988E+17', 'positive', 'Sarah from @moreatmidday interviewed Bradley for National Ice Cream Day. Catch the segment Friday 12:00 ch4 to see... http://t.co/YjRJgclEh1']
['6.21747884053148E+17', 'positive', "I bought myself a ticket for Zac Brown Band in Philly August 15. Super excited!! I'm next to the pit right up front."]
['6.21773633397129E+17', 'positive', 'National Ice Cream Day is this Sunday!   We will have free random give-aways all day!  #welovebensons #nationalicecreamday']
['6.21805057173004E+17', 'positive', 'Sunday is National Ice Cream Day, but we have the best creams minus the calories #constantcontact http://t.co/4N7lo5wN3X']
['6.21832130960585E+17', 'positive', 'Sunday, July 19th is National Ice Cream Day! Come to Cold Front and get a free mini cone with any purchase! #icecream http://t.co/gVCM2wXz6P']
['6.21886745819394E+17', 'positive', 'Iron Maiden Trooper British Beer smashing through 10 million pint barrier just 2 yrs special limited edition Trooper 666 be available Oct']
['6.21956099386831E+17', 'positive', "FYI @alexispetridis on Kim K's Rolling Stone cover is, line for line, the funniest piece in @g2filmandmusic today http://t.co/0edfXsAWHW"]
['6.21980265880097E+17', 'positive', 'Friday tunes!!!! Best band in the world is Iron Maiden =P  #PS4share http://t.co/vbgaEAhi5o']
['6.21996565876634E+17', 'positive', "Wow, people really go in on the extra sugary donuts at 6:30am on a Friday. Picking up our box o' joe at Dunkin. #production"]
['6.22011958104052E+17', 'positive', 'Saturday is National Hot Dog Day.  Celebrate accordingly with ketchup &amp; relish.']
['6.22036294059713E+17', 'positive', "It's Friday and National Ice Cream Day and Food Truck Friday @moosebtown so make sure you enjoy! #btowneats"]
['6.22043326913495E+17', 'positive', "Sunday's National Ice Cream Day, but celebrate any day with our housemade sorbets! What do you want to try next? https://t.co/eLhlF0P1X2"]
['6.22056816025797E+17', 'positive', 'National Hot Dog Day is coming up on July 23rd! Be one of the first 300 customers on Thursday July 23rd and get a... http://t.co/d1FarptWoO']
['6.2205771024316E+17', 'positive', 'Iron Maiden star sells his Essex home (pub included!) - Yes Please (well it is Friday!) http://t.co/pMwIA1lBD3']
['6.22058283927491E+17', 'positive', "Tomorrow is National Hot Dog Day! Get out on the town and treat yourself to a few of Houston's best dogs--http://t.co/3MYwZvtMW5 #HotDogDay"]
['6.2206353469687E+17', 'positive', 'National Ice Cream Day is Sunday but the fun 101.3 staff is celebrating today with delicious Weis quality ice... http://t.co/8IcV5N0mqf']
['6.22075001731195E+17', 'positive', 'Did you know this Sunday is National Ice Cream Day? At ABCO, this is a fun way for our team to enjoy the end of... http://t.co/e67WFY5GaV']
['6.22081038169317E+17', 'positive', 'THIS should brighten the day AND make your weekend even better! Free ice cream on Sunday for National Ice Cream Day! http://t.co/BbrCR2UFgK']
['6.22086372824723E+17', 'positive', "National Ice Cream Day is this Sunday! How about we celebrate early with @BucksIC? Open today 'til 5! http://t.co/aQoBSYqK53"]
['6.22095326795694E+17', 'positive', "Make sure you eat plenty of ice cream this Sunday! It's National Ice Cream Day! http://t.co/7SuL54iAeQ http://t.co/nSq9PVln6A"]
['6.22102119269704E+17', 'positive', 'I Like Iron Maiden (Rampe) racing tomorrow in the last heat at 280m Best of luck. Lets cheers him little bit!... http://t.co/ovv4zbjBuw']
['6.22105561459372E+17', 'positive', 'National Ice Cream Day is THIS Sunday! See you at Cold Stone? #icecreammonth http://t.co/xuowLhujoe']
['6.22113539046507E+17', 'positive', "Sunday, July 19 is National Ice Cream Day. Let's all celebrate with   a delicious ice cream cone, a smoothie, or... http://t.co/PZAWeTdnm8"]
['6.2211584185378E+17', 'positive', "I know it may sound strange to many, but it's incredible how Iron Maiden music made me relax #music"]
['6.22117783791235E+17', 'positive', 'Sunday is National Ice Cream Day - here are some awesome deals on ice cream for you to check out!  http://t.co/nU9NCli2u6']
['6.22126711367434E+17', 'positive', "National Ice Cream Day is Sunday - yes, there's a day for everything. Start your weekend off with a healthy... http://t.co/lJWiBr4Doc"]
['6.2213067704832E+17', 'positive', 'Tomorrow is National Hot Dog Day. If you are in Brighton drop by @harrys_hots']
['6.22146116704989E+17', 'positive', 'Did you know that Sunday is National Ice Cream Day? Make sure to grab a scoop to celebrate! #NationalIceCreamDay http://t.co/mGHc0pLPxW']
['6.22156727522341E+17', 'positive', 'We met @aleissacara at our 1st Eat to the Beat event at @LIVE1015 &amp; love her cover of Bad Blood by @taylorswift13 #FF http://t.co/xr7bZfOvGr']
['6.22157295393227E+17', 'positive', 'Happy Birthday My 1st namja bias in Kpop, Lee Taemin, Taem i love u, i miss u in the past #HappyTaeminDay']
['6.22173504931254E+17', 'positive', "I just learned that July 19 is National Ice Cream Day. MUST CELEBRATE! Frosty Paws for ALL! (that's as close as I'm getting to ice cream)"]
['6.22180925946737E+17', 'positive', 'YUM! National Ice Cream Day is Sunday, July 19th. Enjoy a treat from Dairy Queen in the food court or at Nieve de... http://t.co/4yzNJduZ8i']
