['6.20067692066828E+17', 'negative', "Bad Blood may have the absolute worst lyricism I've ever heard in my life (regarding Taylors parts) #UsedtobeMadLove #ReallyDeepCut", '']
['6.20149443191534E+17', 'negative', "The growth of gerontocracy: George Osborne's assault on the young. @NickCohen4  http://t.co/722tfJelDt", '']
['6.20170215507292E+17', 'negative', 'Robbed by George Osborne...while the royals play decoy | Kevin McKenna http://t.co/aDQnPJxNQi', '']
['6.20208590951961E+17', 'negative', 'GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram.', '']
['6.20295060756787E+17', 'negative', 'By Joe Hemba DAMATURU, Nigeria, July 10 (Reuters) - Boko Haram islamist militants attacked the northern Nigerian town of Buni Yadi in Yobe', '']
['6.20342289995559E+17', 'negative', 'Just seen hat somebody tried to sell a baby today -- George Osborne will be charging VAT on them next - at least on the 3rd one', '']
['6.20403152697754E+17', 'negative', 'Go figure on Miss USA is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr.', '']
['6.20419137018429E+17', 'negative', 'Also just now starting Miss USA so nobody text me about top 5 who wins etc Bc I may kill u', '']
['6.20426963472134E+17', 'negative', "What I'm getting from Miss USA is that you can not answer a question at all and still get 3rd", '']
['6.20437987193569E+17', 'negative', 'Hahaha 2nd place in Miss USA was Miss Texas from @CityofMcAllen , wonder if the organization just placed her there just for being Mexican', '']
['6.20470107156824E+17', 'negative', 'I madr noprogress my lfe is going downhill actually Kpop ruined the world everything will dje the sun will explodeand Bush will confirm 9/11', '']
['6.20548396529619E+17', 'negative', "Talk about post holiday blues.15 seconds of George Osborne's voice undoes all the good of a week in the sun. Personification of a wet Monday", '']
['6.20603327932461E+17', 'negative', 'Harrowingly fawning article about George Osborne (warning: may cause severe nausea) https://t.co/qYQNcyg9f1', '']
['6.20640768265429E+17', 'negative', 'I may never read "Watchman" after this review. What would be the point? https://t.co/C6G1DUO5RY', '']
['6.20647680969191E+17', 'negative', 'George Osborne will on Tuesday reject calls for the UK to take part in latest Greek bailout: FT', '']
['6.20673321043145E+17', 'negative', 'Bumpy road ... George Osborne - "UK won\'t help with brigding loan to Greece" according to The Guardian. http://t.co/HNzyOkMzi3', '']
['6.20701045480534E+17', 'negative', 'Man behind 5th-grade insults in @RollingStone hot take a "senior editor" ... which explains a lot about Rolling Stone http://t.co/7rGAm1ju86', '']
['6.20758950850494E+17', 'negative', "Then you add in the guilt factor. Did Harper Lee really want Watchman published? If her 1st draft has been hijacked I'd feel bad reading it.", '']
['6.20896541495161E+17', 'negative', "New TV series BBC2 1950h Sunday called 'Smug rich buggers make poorer people beg' I bet George Osborne absolutely loves it", '']
['6.21053956437848E+17', 'negative', 'Completely agree. Rolling stone is Such a sell out! Fuck it, you may as well put Paris Hilton on there http://t.co/TaETO1OzBp', '']
['6.21125399494312E+17', 'negative', "Still can't believe Ryan Braun and Jew Unit were able to beat the 1st test on technicality that his piss was mishandled!", '']
['6.21346683289498E+17', 'negative', 'Hearing that #ToKillAMockingbird and #GoSetAWatchman have identical passages gives more reason not to read it... Watchman is a 1st draft!', '']
['6.2170763122536E+17', 'negative', 'Villagers reported 15 persons killed on Tuesday night as Boko Haram fighters returns to the village http://t.co/L9wdK5l1WL', '']
['6.21788579208036E+17', 'negative', 'Tuesday Attack by Boko Haram militants on Gamgara village, near the town of Bosso, Niger left a dozen people dead, local sources report', '']
['6.2184987459892E+17', 'negative', "@Jang_VIP 1st/2nd gen Kpop is not their taste ! I'm being sarcastic and say my boys are OLD cause that's what other fandoms say about them", '']
['6.21915947872313E+17', 'negative', "I haven't even officially started working at Dunkin yet and I already don't want to go in tomorrow lol", '']
['6.21964911405629E+17', 'negative', 'Boko Haram are so evil. Even on this sacred day for all muslims, they are carrying out bombings. May the hottest part in hell be for them', '']
['6.22038814312301E+17', 'negative', 'Horrendous, may their souls rest in peace, I hope the govt redoubles their efforts to wipe out Boko Haram. http://t.co/swGOjc44I7', '']
['6.22152479904518E+17', 'negative', 'News Break Nigeria The British government said on Friday that the Boko Haram insurgency had brought untold misery... http://t.co/9jCY0dNfeN', '']
['6.22338188544221E+17', 'negative', 'If GMB goes after Boko Haram with the same passion he went after Dasuki,the 50+ victims of the Yobe bomb blast on Friday will still be alive', '']
['6.22422949291758E+17', 'negative', "George Osborne scrapped #CarbonZero housing targets in May because it'd 'never be affordable'. This is a bit awkward. http://t.co/DFIbRB9mG1", '']
['6.2272577911015E+17', 'negative', '@SamEades only because Iron Maiden sat across from us kept looking at me like he wanted to kill me with his awful bare hands.', '']
['6.22795886507225E+17', 'negative', 'Paul Dunne with a birdie putt on the 12th hole and just misses it. Very unlucky. Stays in a share of the lead at -11 with Spieth #TheOpen', '']
['6.22816547661156E+17', 'negative', 'I hope Paul Dunne blows up tomorrow only because UAB beats us in the tourney... #stillnotoverit', '']
['6.22818811591426E+17', 'negative', "If you aren't rooting for Paul Dunne tomorrow in The Open you:   A.  Are not Irish B.  Have no soul", '']
['6.22824372600902E+17', 'negative', '@notthefakeSVP  who was the dork asking Paul Dunne what will be your thought in the first tee tomorrow. What a stupid question that was', '']
['6.22829207241028E+17', 'negative', "Whether it's the 3rd round or 4th round Dustin Johnson just doesn't like Sunday's in majors!!", '']
['6.22832396547678E+17', 'negative', "Looking at today's play at the #OpenChampionship You can't define Dustin Johnson's round as anything other than a choke. Tied for 2nd worst", '']
['6.22841129701122E+17', 'negative', 'Must be the worse golfer of all time Irish Amature Paul Dunne teed off 6.43am Thursday scheduled to finish around 7.15pm on Monday!!!', '']
['6.22845402891559E+17', 'negative', 'Saw it late but Carlos Gomez may have passed Ryan Braun in most hated baseball players', '']
['6.22861758982672E+17', 'negative', ".@lamiebony If this's true, resignation will be in order. They may eliminate her in Borno and say it's Boko Haram https://t.co/hF2QK1NNus", '']
['6.22868651847238E+17', 'negative', "@BBCSport I feel sorry for Paul Dunne! If he keeps playing the way  hes playing he'll be British by tomorrow evening!! #rockonrockall", '']
['6.22889664039379E+17', 'negative', "Apparently it's not just the final round that makes Dustin Johnson choke it's just Sunday.", '']
['6.22998231795008E+17', 'negative', '@David_Cameron wonder if Bukhari thinks the Muslim patrols in East London, the actions of ISIL, al Qaeda and Boko Haram ALL Muslim  may have', '']
['6.23057408621945E+17', 'negative', "There's nothing as 3rd day of Eid, relatives. Just don't. Just don't even think about coming to our house. GO EAT ELSEWHERE", '']
['6.23067632367841E+17', 'negative', 'Okay, so I may have known some of the sht that happened in Kpop but I guess I went on hiatus because everything was negative and in turn...', '']
['6.23075288243675E+17', 'negative', "R&amp;A's handling of the end of round 2 was diabolical. I watched Spieth, Matsuyama and Dustin Johnson early Saturday, very unfair on them.", '']
['6.23095112751432E+17', 'negative', "'3rd Day of Eid ul fitar Of 2012'.. that was the Worst day ever of me... !! &amp; this day always remember as Black Day in my Life..  #BlackDay", '']
['6.23108085507297E+17', 'negative', "@Ezraile I am confused you said you were praying Eid wouldn't be tomorrow.", '']
['6.2313382043546E+17', 'negative', 'Not a great start for the amateur Paul Dunne. Imagine having to compose yourself to hit your third ball (5th shot) off the tee on hole 2!', '']
['6.23153652690219E+17', 'negative', 'Who was the idiot pundit on BBC Scotland on Saturday who "couldn\'t see past Dustin Johnson" for The Open and why are they paying him?', '']
['6.23181528605041E+17', 'negative', 'Paul Dunne currently regretting the deal he struck with Satan to finish Sunday in first place. #open2015', '']
['6.23195372727484E+17', 'negative', '@JackJackJohnson  you and  gilinsky will make you give me 567 cardiac arrests, sun missing 4 days to Calibraska', '']
['6.23216329231876E+17', 'negative', 'Remember the Rolling Stone rape hoax? The false victim was introduced by an Obama White House task force member http://t.co/lOOXxGZHPt', '']
['6.23286751616999E+17', 'negative', 'Why are people still talking about Eid, that was so last Friday', '']
['6.23410889178354E+17', 'negative', 'Every time I read about George Osborne I picture this evil king from the Elm Enchanted Forest http://t.co/wWDjrfUkrj http://t.co/ROB7PVZTW5', '']
['6.23489309849489E+17', 'negative', "Eid holidays completely compromised by guests &amp; people I'd rather not interact with. Today is just full of dread. Tomorrow is drudgery.", '']
['6.23556331002311E+17', 'negative', 'Sunday was "National Ice Cream Day," and today is "National Junk Food Day.""National Type 2 Diabetes Life," is just around the corner, ppl', '']
['6.23561325671784E+17', 'negative', "Brock Lesnar.. Attacking me on Monday Night Raw was indeed the biggest mistake you've ever made.. Listen here son. This is not The Deadman-", '']
['6.23629987355169E+17', 'negative', 'Negotiation with Boko Haram may not be a good idea as it will spark uprising in other parts of the country https://t.co/plADah8UfW', '']
['6.23647036949139E+17', 'negative', "Bad Blood is not a music video it looks like a Pepsi super bowl commercial. It's 5 minutes of cameos to a song with 6th grade lyrics", '']
['6.23650714615738E+17', 'negative', "National hot dog day is on Thursday and I am sad because me and @amberfayeth  won't be able to celebrate together at Sonic. :(", '']
['6.23653123333079E+17', 'negative', 'You worry about your 2nd amendment america with a nra nut john kasich givin guns like candy its my life i worry about.. wild west mentality.', '']
['6.23676956609884E+17', 'negative', 'Uh oh. John Kasich just followed neon Twitter. They may not like what I have to say... #Hannity #WakeUpAmerica', '']
['6.23725997943161E+17', 'negative', '@hafshay Well it rained all day on Eid, then second day was hot but then 3rd day and even aj bi its raining so', '']
['6.23762707288826E+17', 'negative', 'George Osborne orders Gov departments to draw up plans for a further 40% of cuts by September - the man is gone mad. http://t.co/xW7672KIyh', '']
['6.23785489628308E+17', 'negative', 'Do more with less, George Osborne says with talk of 40% more cuts. http://t.co/5Ozob69IX7 You do less with less and guess who suffers?', '']
['6.23807622869877E+17', 'negative', 'gov. john Kasich has a problem, he is starting LATE in a 15 man field with the first debate coming up on the 6th of aug. he must debate', '']
['6.23825772365492E+17', 'negative', '.@DLoesch @KurtSchlichter Gov John Kasich says "The sun is going to rise in America again"  No, the blood of 54,000,000 innocents cries out.', '']
['6.23842206173016E+17', 'negative', "Floyd Mayweather don't even come outside in may so how does he know what the weather is like. Fraud #MeekBeLike", '']
['6.23910234000495E+17', 'negative', 'Sharknado 3 comes on tonight. Yes, a movie about a shark tornado has made it to a 3rd movie, and yes, I too have lost all faith in humanity.', '']
['6.23925827504206E+17', 'negative', 'Bad Blood is such a terrible fucking song. I just listened to it for the 1st time and I feel like God took a shit in my ears', '']
['6.23941112693191E+17', 'negative', 'Between Sharknado and this panda eating a frozen cake this has been a terribly distracting day on Twitter. https://t.co/iALjsrP9Ip', '']
['6.23957951749968E+17', 'negative', 'Dustin Johnson led the British Open at the halfway stage at St Andrews on Saturday on a day that saw one of the worst wind delays in the', '']
['6.23984383691592E+17', 'negative', "Sharknado 3 Oh Hell No, is that the movies title or just everyone's reaction when they heard a 3rd one was being churned out?", '']
['6.24000438648504E+17', 'negative', "I wish I was excited right now for Sharknado 3. But I'm not. I'll catch it later on today, or tomorrow on my DVR.", '']
['6.24021042864984E+17', 'negative', "I'm gonna watch Sharknado 3 cause I have no tv shows to watch on a Wednesday not cause I enjoy it.", '']
['6.24035950729916E+17', 'negative', "Sorry I can't make it in to work tomorrow got caught in a SHARKNADO", '']
['6.24037599213187E+17', 'negative', 'Sharknado is the silliest film franchise so badly produced I cudnt stop laughing through the 2nd, I saw sharks flying n had to call it a day', '']
['6.24040558701343E+17', 'negative', 'may i just say the lighting in Sharknado 3 could use a little work?????', '']
['6.24043810041917E+17', 'negative', "I don't even understand how Sharknado is even a thing, let alone having a 3rd movie. The SE suck, the acting sucks, and it's so dumb I laugh", '']
